unit_link,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
NJYg;3,"Indeterminate, major",Metamorphic,Gneiss,,,,Gneiss,,range in composition from felsic to intermediate to mafic; intermediate compositions predominate 
NJYg;3,Major,Metamorphic,Migmatite,,,,Migmatite,,Many rocks were injected by a granitoid that has blue quartz and augen of potassic feldspar and are arteritic migmatites 
NJYgb;3,Major,Igneous,Plutonic,Gabbroic,Gabbro,,Gabbro,,"Medium- to coarse-crystalline, medium- to dark-gray foliated rock composed principally of plagioclase (An35) and clinopyroxene. Contains minor amounts of garnet, biotite, and sulfide. The rock is more siliceous than typical gabbros. "
NJYgm;11,Major,Igneous,Plutonic,Granitic,Granite,Syenogranite,Syenogranite,,"Light-pinkish-gray or grayish-tan-weathering, light-gray to pinkish-gray, medium- to coarse-grained granite containing microcline microperthite, quartz, oligoclase, and biotite. Common accessory minerals include hornblende, biotite, magnetite, and allanite. Most of the rock is a syenogranite. "
NJYh;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Gray- to tan-weathering, greenish-gray to greenish-brown, medium-grained, moderately well layered and foliated, greasy-lustered gneiss of charnockitic affinity composed of andesine or oligoclase, quartz, clinopyroxene, hornblende, hypersthene, and sparse amounts of biotite. Commonly interlayered with amphibolite and mafic-rich quartz-plagioclase gneiss. "
NJYh;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,, 
NJYhp;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"White- to gray-weathering, greenish-gray, medium-grained, moderately well foliated gneiss containing hornblende, clinopyroxene, plagioclase and trace amounts of apatite, titanite and opaque minerals. "
NJYk;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Light-gray- to pinkish-buff-weathering, pinkish-white to light-pinkish-gray, fine- to medium-grained, moderately foliated gneiss. "
NJYk;11,Minor,Metamorphic,Granoblastic,Granofels,,,Granofels,,"Lesser amounts of granofels composed of quartz, microcline, microcline microperthite and local accessory amounts of biotite, garnet, sillimanite, and opaque minerals. "
NJYla;11,Major,Igneous,Plutonic,Granitic,Granite,,Granite,,"White-weathering, light-greenish-gray, medium- to coarse-grained granite composed of albite or oligoclase, quartz, and sparse amounts of hornblende or clinopyroxene.  "
NJYla;11,Minor,Igneous,Plutonic,Granitic,Leucocratic-granitic,Pegmatite,Pegmatite,,Includes small bodies of pegmatite not shown on map. 
NJYlb;11,Major,Metamorphic,Gneiss,Biotite-gneiss,,,Biotite-gneiss,,"White- to light-gray-weathering, light- to medium-gray or greenish-gray, fine- to coarse-grained, massive to moderately well layered, foliated gneiss composed of oligoclase or andesine, quartz, biotite, and, locally, garnet.  "
NJYlb;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,, 
NJYlo;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"White-weathering, light-greenish-gray, medium- to coarse-grained, moderately layered to indistinctly foliated gneiss. "
NJYlo;11,Minor,Metamorphic,Granoblastic,Granofels,,,Granofels,,"lesser amounts of granofels composed of quartz, oligoclase or andesine, and, locally, biotite, hornblende and (or) clinopyroxene "
NJYlo;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,, 
NJYm;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Light-gray- to pinkish-white-weathering, tan to pinkish-white, fine- to medium-grained, well-layered gneiss composed principally of quartz, microcline, and lesser amounts of oligoclase. Common accessory minerals include biotite, garnet, magnetite, and, locally, sillimanite.  "
NJYma;11,Major,Igneous,Plutonic,Granitic,Granite,,Granite,,"White-weathering, locally rusty, light-greenish-gray medium- to coarse-grained, gneissic granite and alaskite containing microantiperthite, quartz, oligoclase, and sparse amounts of hornblende, clinopyroxene, biotite, and magnetite. "
NJYmg;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Buff-weathering, light-greenish-gray to greenish-buff, fine- to medium-grained, moderately well-foliated, well-lineated gneiss composed of microcline microperthite, quartz, oligoclase, biotite, and monazite. Accessory minerals include hornblende, zircon and opaque minerals.  "
NJYmh;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Pinkish-gray- to buff-weathering, light- pinkish-white to pinkish-gray, fine- to medium-grained, massive to moderately well layered gneiss containing microcline, quartz, oligoclase, hornblende, and magnetite. Locally contains garnet and biotite "
NJYmp;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Pinkish-gray- or pinkish-buff-weathering, white to pale-pinkish-white or light-gray, fine- to medium-grained, massive to moderately well-layered gneiss composed of microcline, quartz, oligoclase, clinopyroxene, and trace amounts of epidote, biotite, titanite, and opaque minerals. "
NJYmp;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,,Commonly interlayered with amphibolite or pyroxene amphibolite. 
NJYp;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"White- to tan-weathering, greenish-gray, fine- to medium-grained, well-layered gneiss containing oligoclase, clinopyroxene, variable amounts of quartz, and trace amounts of opaque minerals and titanite. Some phases contain scapolite and calcite. "
NJYp;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,, 
NJYpa;11,Major,Igneous,Plutonic,Granitic,Granite,,Granite,,"Light-gray- or tan-weathering, greenish-buff to light-pinkish-gray, medium- to coarse-grained, massive, moderately foliated granite composed of mesoperthite to microantiperthite, oligoclase, and quartz. Common accessory minerals are clinopyroxene, titanite and magnetite. "
NJYpa;11,Minor,Metamorphic,Amphibolite,,,,Amphibolite,,Locally includes small bodies of amphibolite not shown on map. 
NJYpe;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"White- to light-gray-weathering, light-greenish-gray or greenish-buff, fine- to medium-grained, moderately layered and foliated gneiss composed principally of quartz, microcline, plagioclase, clinopyroxene, epidote, and sparse amounts of titanite. Some phases of this unit are quartz-rich. "
NJYpg;11,Major,Igneous,Plutonic,Granitic,Granite,,Granite,,"Gray- to buff- or white-weathering, greenish-gray, medium- to coarse-grained, massive, gneissoid to indistinctly foliated granite containing mesoperthite to microantiperthite, quartz, oligoclase, and clinopyroxene. Common accessory minerals include titanite, magnetite, apatite, and trace amounts of pyrite. "
NJYpg;11,Minor,Igneous,Plutonic,Syenitic,Monzonite,,Monzonite,, 
NJYpg;11,Minor,Igneous,Plutonic,Dioritic,Quartz-monzodiorite,,Quartz-monzodiorite,, 
NJYpg;11,Minor,Igneous,Plutonic,Granitic,Granodiorite,,Granodiorite,, 
NJYps;11,Major,Igneous,Plutonic,Syenitic,Syenite,,Syenite,,"Gray- to buff- or tan-weathering, greenish-gray, medium- to coarse-grained, massive, indistinctly foliated syenite composed of mesoperthite to microantiperthite, oligoclase and clinopyroxene. Contains sparse amounts of quartz, titanite, magnetite, and trace amounts of pyrite.  "
NJYq;11,Major,Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,,"Light-gray, medium-grained, massive- to well-layered, vitreous, partly feldspathic quartzite having sparse flakes of graphite. "
NJYs;11,Major,Metamorphic,Gneiss,,,,Gneiss,,"Light-pinkish-white- to buff-white-weathering, greenish-gray, medium-grained, moderately foliated rock consisting of two distinct phases: hornblende syenite gneiss containing microcline microperthite, oligoclase, hornblende, and opaque minerals; and pyroxene syenite gneiss containing microcline microperthite, oligoclase, clinopyroxene, accessory amounts of titanite, and opaque minerals.  "
NJZch;11,"Indeterminate, major",Sedimentary,Clastic,Sandstone,Arkose,,Arkose,Bed, 
NJZch;11,"Indeterminate, major",Sedimentary,Clastic,Conglomerate,,,Conglomerate,Bed,quartzite conglomerate 
NJZch;11,"Indeterminate, major",Metamorphic,Metasedimentary,Metaclastic,Quartzite,,Quartzite,Bed,"ferruginous quartzite, quartzite conglomerate "
NJZch;11,"Indeterminate, major",Metamorphic,Metaigneous,Metavolcanic,Metarhyolite,,Metarhyolite,Bed,metarhyolite 
NJZd;11,Major,Igneous,Hypabyssal,Mafic-hypabyssal,Hypabyssal-basalt,,Hypabyssal-basalt,Dike or sill,diabase dikes 
NJZv;3,"Indeterminate, major",Metamorphic,Metaigneous,Greenstone,,,Greenstone,,"fine-grained to aphanitic, greenish-gray, retrogressively metamorphosed greenstone "
NJZv;3,"Indeterminate, major",Metamorphic,Schist,,,,Schist,Greenschist,"fine-grained to aphanitic, greenish-gray, retrogressively metamorphosed greenschist; greenschist contains clots and lenses of blue quartz and abundant sulfide "
NJZv;3,"Indeterminate, major",Metamorphic,Metaigneous,Metavolcanic,Metabasalt,,Metabasalt,,"fine-grained to aphanitic, greenish-gray, retrogressively metamorphosed basalt "
