state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
NJ  ,Ch,CAh,CAh;8,NJCAh;8,8,Northern - Kittatinny Valley Sequence,Hardyston Quartzite,Lower Cambrian,"Hardyston Quartzite (Wolff and Brooks, 1898) - Medium- to light-gray, fine- to coarse-grained, medium- to thick-bedded quartzite, arkosic sandstone and dolomitic sandstone. Basal pebble to cobble conglomerate typically contains clasts of local basement affinities. Contains fragments of the trilobite Olenellus thompsoni of Early Cambrian age. Thickness approximately 0.5 to 62 m (1.6-200 ft).",,,NJ001,quartzite,conglomerate,sandstone,NJ001 NJ002 NJ004,
NJ  ,Cl,CAl,CAl;6,NJCAl;6,6,Northern - Green Pond Mountain Region,Leithsville Formation,Middle and Lower Cambrian,"Leithsville Formation (Middle and Lower Cambrian) (Wherry, 1909) - Light- to dark-gray and lightolive-gray, fine- to medium-grained, thin- to medium-bedded dolomite. Grades downward through medium-gray, grayish-yellow, or pinkish-gray dolomite and dolomitic sandstone, siltstone and shale to medium-gray, medium-grained, medium-bedded dolomite containing quartz sand grains as stringers and lenses near the base. Lower contact gradational. Thickness ranges from 0 to 56 m (0-185 ft) due to erosion. ",,,NJ001,dolostone (dolomite),shale,siltstone; sandstone,NJ001 NJ002 NJ005,
NJ  ,Cl,CAl,CAl;8,NJCAl;8,8,Northern - Kittatinny Valley Sequence,Leithsville Formation,Middle and Lower Cambrian,"Leithsville Formation (Wherry, 1909) - Thin- to thick-bedded dolomite containing subordinate siliciclastic rocks. Upper part is medium- to medium-dark-gray, fine- to medium-grained, pitted, friable, mottled and massive dolomite. Middle part is medium-gray, stylolitic, fine-grained, thin- to medium-bedded dolomite that is interbedded with shaly dolomite and, less commonly, vari-colored quartz sandstone, siltstone, and shale. Lower part is medium-gray, medium-grained, medium-bedded dolomite containing quartz-sand grains in stringers and lenses near the contact with the Hardyston Quartzite. Archaeocyathids of Early Cambrian age suggest an intraformational disconformity separating rocks of Middle and Early Cambrian age (Palmer and Rozanov, 1976). Thickness approximately 305 m (1,000 ft).",,"Kittatinny Supergroup (Lower Ordovician and Cambrian) (Drake and Lyttle, 1980)",NJ001,dolostone (dolomite),sandstone,siltstone; shale,NJ001 NJ002 NJ005,
NJ  ,CZm,CAZm,CAZm;10,NJCAZm;10,10,Northern - Manhattan Prong,Manhattan Schist,Lower Cambrian and (or) Late Proterozoic,"Manhattan Schist (Hall, in press) - Medium-dark gray, medium- to coarse-grained schist and gneiss composed of biotite, muscovite, quartz, and plagioclase, and local accessory minerals sillimanite, kyanite, tourmaline, and garnet. Contains some interlayered amphibolite. Unit is not exposed in the map area, but is present in boring logs.",,,NJ001,schist,gneiss,amphibolite,NJ001 NJ002 NJ006,
NJ  ,CZs,CAZs,CAZs;10,NJCAZs;10,10,Northern - Manhattan Prong,Serpentinite,Cambrian and Late Proterozoic,"Serpentinite - Light-yellowish-green to dark-green, fine-grained, massive serpentinite containing locally abundant magnetite where fresh. Contains a variety of serpentine minerals and alteration products where sheared or weathered. Exposed only along the Hudson waterfront in Hoboken but present elsewhere in boring logs.",,,NJ001,serpentinite,,,NJ001 NJ002,
NJ  ,CZw,CAZw,CAZw;3,NJCAZw;3,3,Central and Southern - Piedmont Rocks,Wissahickon Formation,Lower Cambrian and Late Proterozoic,"Wissahickon Formation - Fine- to medium-grained biotite-quartz-plagioclase schist and gneiss that contains thin amphibolite layers. Schist and gneiss in alternating layers suggest a turbidite sequence of shale and graywacke. The rocks are at high metamorphic grade, and, in places, the more pelitic parts have partly melted forming veins of migmatite. Some exposures show evidence of polymetamorphism as micaceous minerals occur both within the schistosity and as static porphyroblasts.",,Obducted rocks,NJ001,schist,gneiss,amphibolite; migmatite,NJ001 NJ003,
NJ  ,Db,Db,Db;7,NJDb;7,7,Northern - Valley and Ridge Province,"Buttermilk Falls Limestone and Onondaga Limestones, undivided",Middle Devonian,"Buttermilk Falls Limestone and Onondaga Limestones, undivided - Buttermilk Falls Limestone in southwestern part of outcrop belt grades into Onondaga Limestone along strike to northeast. The transition occurs north of Millville. Buttermilk Falls Limestone (Middle Devonian) (Willard, 1938) - Light- to medium-light-gray-weathering, medium- to dark-gray, thin- to medium-bedded, fossiliferous, flaggy, clayey to silty limestone and nodular black chert. Lower contact grades downward through several meters (feet) of silty limestone to interbedded limestone and calcareous siltstone of the Schoharie Formation. Thickness is approximately 82 m (270 ft). Onondaga Limestone (Middle Devonian) (Vanuxem 1840) - Light-medium-gray- weathering, medium gray, fine-grained, thin- to thick-bedded fossiliferous limestone. Black chert more abundant in upper half of unit. Lower contact grades into interbedded limestone and calcareous siltstone of the Schoharie Formation. Thickness approximately 60 m (200ft).",,,NJ001,limestone,chert,,NJ001 NJ002 NJ007 NJ008,
NJ  ,Dbv,Dbv,Dbv;6,NJDbv;6,6,Northern - Green Pond Mountain Region,Bellvale Sandstone,Middle Devonian,"Bellvale Sandstone (Bellvale Flags of Darton, 1894; Willard, 1937) - Upper beds are grayish-red to grayish-purple sandstone containing quartz pebbles as large as 3 cm (1.2 in) in diameter. Lower beds are light-olive-gray- to yellowish-gray- and greenish-black-weathering, medium-gray to medium-bluish-gray very thin to very thick bedded siltstone and sandstone cross-bedded, graded and interbedded with black to dark-gray shale that is locally fossiliferous. More sandstone in upper beds becomes finer downward. Lower contact conformable and placed where beds thicken and volume of shale and siltstone are about equal. The unit is 535 to 610 m (1,750-2,000 ft) thick.",,,NJ001,sandstone,siltstone,shale,NJ001 NJ002 NJ009 NJ007,
NJ  ,Dcw,Dcw,Dcw;6,NJDcw;6,6,Northern - Green Pond Mountain Region,Cornwall Shale,Middle Devonian,"Cornwall Shale (Hartnagel, 1907) - Black to dark-gray, very-thin- to thickbedded, fissile shale, fossiliferous, interbedded with medium-gray and light-olive-gray to yellowish-gray, laminated to very-thin-bedded siltstone, that increases in upper part of unit. Lower contact probably conformable. About 290 m (950 ft) thick.",,,NJ001,shale,siltstone,,NJ001 NJ002 NJ010,
NJ  ,De,De,De;7,NJDe;7,7,Northern - Valley and Ridge Province,Esopus Formation,Lower Devonian,"Esopus Formation (Vanuxem, 1842) - Medium-gray weathering, medium- to dark-gray, laminated to medium-bedded, partly massive, shaly to finely arenaceous siltstone, containing minor calcareous siltstone near top, locally limonite stained. Contains Taonurus. Rocks are cleaved in southwest and extreme northeast part of outcrop belt but not in central region. Lower contact sharp and unconformable where underlying Oriskany Group is coarse quartz sandstone. Elsewhere, lower contact conformable; fine sandstone to siltstone grades downward several meters into silty limestone. Thickness approximately 91 m (300 ft).",,,NJ001,siltstone,,,NJ001 NJ002 NJ011,
NJ  ,Ds,Ds,Ds;7,NJDs;7,7,Northern - Valley and Ridge Province,Schoharie Formation,Lower Devonian,"Schoharie Formation (Vanuxem, 1840) - Yellowish-gray- to locally pale-olive-weathering, medium- to dark-gray, medium- to thick-bedded, calcaeous siltstone and lesser amounts of silty limestone. Locally contains thin ribs or pods of black chert in limestone. Limestone content decreases in lower part of unit. Contains the trace fossil Taonurus, a grazing trail. Lower contact gradational and placed at top of highest massive siltstone below lowest limestone. Thickness approximately 53 m (175 ft).",,,NJ001,siltstone,limestone,chert,NJ001 NJ002 NJ008,
NJ  ,Dkc,Dkc,Dkc;7,NJDkc;7,7,Northern - Valley and Ridge Province,"Coeymans Formation, Kalkberg Limestone, Coeymans Limestone, Manlius Limestone, undivided",Lower Devonian,"Coeymans Formation, Kalkberg Limestone, Coeymans Limestone, Manlius Limestone, undivided - At New York border consists of fine-grained, chert-bearing, argillaceous limestone (Kalkberg Limestone) grading downward through coarse-grained limestone (Coeymans Limestone) into fine-grained limestone (Manlius Limestone). Toward southwest these units grade into fine- to coarse-grained limestone with a marked increase in quartz sand that comprises the Coeymans Formation (Epstein and others, 1967). Total thickness 27 m (90 ft). Coeymans Formation (Epstein and others, 1967) - Medium-light-gray, fine- to coarse-grained calcareous sandstone and medium-gray, fine- to coarse-grained, medium- to thick-bedded, locally irregularly-bedded, argillaceous to arenaceous limestone containing lenses of quartz sand and nodules of black chert. Grades downward into medium-gray, fine-grained, argillaceous and arenaceous limestone containing local beds of fine- to coarse-grained pebbly calcareous sandstone. Local bioherms consisting of light-gray to light-pinkish-gray, coarse-grained to very coarse biogenic limestone are unbedded and have sharp boundaries. Lower contact of unit abrupt. Formation thickness varies from 11 m (35 ft) in northeast to 24 m (80 ft) in southwest. Kalkberg Limestone (Chadwick, 1908) - Medium-gray-weathering, medium-dark-gray, fine-grained, very thin to massively bedded fossiliferous limestone. Grades downward into fine- to medium-grained, thin-bedded, fossiliferous argillaceous limestone containing nodules and lenses of dark-gray chert. Grades to the southwest into calcareous and arenaceous rocks of the upper part of the Coeymans Formation near Wallpack Center. Lower contact placed at base of lowest black chert. Approximately 12 m (40 ft) thick. Coeymans Limestone (Clarke and Schuchert, 1899) - Medium-gray weathering, medium-dark-gray, fine-to-coarse-grained, medium- to massively bedded fossiliferous limestone and local argillaceous limestone lenses. Unit is approximately 9 m (30 ft) thick. Between Duttonville and Millville, grades into biohermal and nonbiohermal facies of medium- to coarse-grained limestone of Coeymans Formation of Epstein and others (1967). Manlius Limestone (Vanuxem, 1840) - Medium-gray weathering, medium-dark- to dark-gray, very fine to fine-grained, unevenly bedded fossiliferous limestone. Some local medium-grained limestone, yellowish-gray shale partings and biostromes. Near Hainesville, unit grades into lower part of Coeymans Formation. Lower contact abrupt and placed at top of uppermost very fine grained argillaceous limestone. Thickness approximately 11 m (35 ft).",,"Helderberg Group (Lower Devonian and Upper Silurian) Note: map symbol for this unit on printed and digital map is Dkc, but on digital map description, only Dc is used. Dkc was used to correspond with printed and digital map.",NJ001,limestone,sandstone,chert,NJ001 NJ002 NJ012 NJ013 NJ014 NJ008,
NJ  ,Dkec,Dkec,Dkec;6,NJDkec;6,6,Northern - Green Pond Mountain Region,"Kanouse and Esopus Formations and Connelly Conglomerate, undivided",Lower Devonian,"Kanouse and Esopus Formations and Connelly Conglomerate, undivided - Kanouse Sandstone (Kummel, 1908) - Medium-gray, light-brown, and grayish-red, fine- to coarse-grained, thin- to thick-bedded sparsely fossiliferous sandstone and pebble conglomerate. Basal conglomerate beds are interbedded with siltstone similar to the upper part of the Esopus Formation and contain well-sorted, subangular to subrounded, gray and white quartz pebbles less than 1 cm (0.4 in.) long. Lower contact gradational. About 14 m (46 ft) thick. Esopus Formation - (Vanuxem, 1842; Boucot, 1959) - Light- to dark-gray, laminated to thin-bedded siltstone interbedded with dark-gray to black mudstone, dusky-blue sandstone and siltstone, and yellowish-gray fossiliferous siltstone and sandstone. Lower contact probably conformable with the Connelly Conglomerate. The formation is about 100 m (330 ft) thick at Greenwood Lake and estimated at 55 m (180 ft) thick in Longwood Valley. Connelly Conglomerate (Chadwick, 1908) - Grayish-orange weathering, very light gray to yellowish-gray, thin-bedded quartz-pebble conglomerate. Quartz pebbles average 1 to 2 cm (0.4-0.8 in.), are subrounded to well rounded, and well sorted. The unit unconformably overlies the Berkshire Valley Formation. About 11 m (36 ft) thick.",,,NJ001,siltstone,sandstone,mudstone; conglomerate,NJ001 NJ002 NJ015 NJ011 NJ016 NJ013,
NJ  ,Dm,Dm,Dm;7,NJDm;7,7,Northern - Valley and Ridge Province,Marcellus Shale,Middle Devonian,"Marcellus Shale (Vanuxem, 1840) - Medium-gray weathering, dark-gray to grayish-black, thin- to thick-bedded, fossiliferous, fissile and limonite-stained locally arenaceous shale. Lower contact grades downward over 12 m (40 ft) from black shale through limy shale, into silty limestone of the Buttermilk Falls Limestone (documented in drill core data of Fletcher and Woodrow, 1970). Approximately 274 m (900 ft) thick.",,added subordinate siltstone and sandstone in rocktype3 per Ronald Pristas at NJ Geological Survey (March 2007),NJ001,black shale,shale,siltstone; sandstone,NJ001 NJ002 NJ008 NJ017,
NJ  ,Dmn,Dmn,Dmn;7,NJDmn;7,7,Northern - Valley and Ridge Province,"Minisink Limestone and New Scotland Formation, undivided",Lower Devonian,"Minisink Limestone and New Scotland Formation, undivided - Minisink Limestone (Epstein and others, 1967) - Light-medium-gray-weathering, medium-gray, fine-grained, medium-bedded, partly massive, argillaceous fossiliferous limestone. Some nodules and lenses of purer limestone occur locally. Lower contact gradational. Thickness uniformly 7 m (23 ft). New Scotland Formation (Clarke and Schuchert, 1899) - Upper part is dark-gray, very fine grained, laminated to thin-bedded siliceous shale containing pods of medium-dark-gray, very fine grained limestone; scattered thin beds and lenses of medium-gray, fine-grained argillaceous fossiliferous limestone; and small dark-gray chert nodules. Lower part is medium-dark-gray, thin-bedded, siliceous, fossiliferous calcareous shale. Contains thin beds and lenses of medium-gray, fine-grained, highly fossiliferous, argillaceous limestone containing nodules, lenses and, locally, irregular beds of dark-gray chert. Lower contact abrupt and placed at top of calcareous quartz sandstone. Total thickness is approximately 23 m (75 ft).",,Helderberg Group (Lower Devonian and Upper Silurian),NJ001,limestone,shale,chert,NJ001 NJ002 NJ012 NJ014,
NJ  ,Do,Do,Do;7,NJDo;7,7,Northern - Valley and Ridge Province,"Oriskany Group, undivided",Lower Devonian,"Oriskany Group, undivided (Willard, 1938) - Thickness ranges from 38 m (125 ft) in southwest to 52 m (170 ft) in northeast. Ridgely Sandstone (Swartz and others, 1913) - White-weathering, medium-gray, medium- to thick-bedded, carbonate-cemented quartz-pebble conglomerate and coarse quartz sandstone, which contain abundant brachiopods. Moderately well sorted, subrounded sand gains. Unit thins northeastward and pinches out at Peters Valley. Lower contact abrupt. Thickness ranges from 0 to 10 m (0-32 ft). Shriver Chert (Swartz and others, 1913) - Medium- to dark-gray-weathering, black to dark-gray, medium-to-thick-bedded siltstone and shale containing interbedded black chert and local chert-bearing limestone. Present only in southwestern part of outcrop area where lower contact is gradational with silty limestone of Glenarie Formation. Thickness ranges from 0 to 9 m (0-30 ft). Glenarie Formation (Chadwick, 1908) - Medium-gray-weathering, medium- to dark-gray, fine-grained, thin- to medium-bedded, fossiliferous, silty limestone, and local chert lenses. Unit thickens to northeast. Lower contact probably gradational. Thickness ranges from 17 to 52 m (55-170 ft).",,,NJ001,sandstone,limestone,siltstone; conglomerate; black shale; chert ,NJ001 NJ002 NJ018 NJ013,
NJ  ,Dp,Dp,Dp;7,NJDp;7,7,Northern - Valley and Ridge Province,Port Ewen Shale,Lower Devonian,"Port Ewen Shale (Clarke, 1903) - Upper part is medium-gray- weathering, dark-to- medium-dark-gray, thin- to medium-bedded, fossiliferous, calcareous siltstone and shale. Lower part is medium-dark-gray, irregularly bedded nonfossiliferous, calcareous silty shale. Lower contact abrupt and placed at top of uppermost medium-gray, argillaceous limestone in Minisink Limestone. Thickness approximately 46 m (150 ft).",,Helderberg Group (Lower Devonian and Upper Silurian),NJ001,shale,siltstone,,NJ001 NJ002 NJ019,
NJ  ,Dsk,Dsk,Dsk;6,NJDsk;6,6,Northern - Green Pond Mountain Region,Skunnemunk Conglomerate,Middle Devonian,"Skunnemunk Conglomerate (Darton, 1894) - Grayish-purple to grayish-red, thin- to very thick bedded, locally cross-bedded, polymictic conglomerate and sandstone containing clasts of white vein quartz, red and green quartzite and sandstone, red and gray chert, and red shale; interbedded with medium-gray, thin-bedded sandstone and greenish-gray and grayish-red, mud-cracked shale. Conglomerate and sandstone matrix is primarily hematite and microcrystalline quartz. Conglomerate cobbles range to 16.5 cm (6.5 in) long, and average cobble size increases in upper part of unit. Lower contact conformable and gradational as defined by Kummel and Weller (1902). About 915 m (3,000 ft) thick.",,,NJ001,conglomerate,sandstone,shale; quartzite; chert,NJ001 NJ002 NJ009 NJ020,
NJ  ,DSrd,DSrd,DSrd;7,NJDSrd;7,7,Northern - Valley and Ridge Province,"Rondout and Decker Formations, undivided",Lower Devonian and Upper Silurian,"Rondout and Decker Formations, undivided - Rondout Formation (Clarke and Schuchert, 1899) - Upper part is medium-gray weathering, medium-dark-gray, very fine to fine-grained, medium-bedded, fossiliferous, argillaceous limestone. Middle part is light-medium-gray-weathering, medium-gray, laminated to medium-bedded, argillaceous dolomite. Locally contains deep desiccation polygons. Lower part is medium-gray-weathering, medium- to dark-gray, very fine to medium-grained, medium-bedded fossiliferous limestone. Silurian-Devonian boundary placed in middle of formation (Denkler and Harris, 1988). Lower contact abrupt and placed at top of highest calcareous quartz sandstone. Thickness approximately 12 m (40 ft). Decker Formation (White, 1882) - Light-gray- to yellowish-gray-weathering, light- to medium-gray, calcareous quartz siltstone, sandstone, and fine-pebble conglomerate locally interbedded with fossiliferous medium-gray, medium- to coarse-grained limestone and very fine grained, thin- to medium-bedded dolomite. Lower contact gradational. Thickness varies from 15 m (50 ft) near Duttonville to 25 m (82 ft) at Wallpack Center.",,,NJ001,limestone,dolostone (dolomite),siltstone; sandstone; conglomerate,NJ001 NJ002 NJ014 NJ021 NJ022,
